"sum1","sum2","date","customer_id"
"4.99","568.63","2020-01-26",54
"3.99","572.62","2020-01-26",56
"9.99","582.61","2020-01-26",57
"8.98","591.59","2020-01-26",58
"8.98","591.59","2020-01-26",58
"4.99","596.58","2020-01-26",59
"12.98","609.56","2020-01-26",71
"12.98","609.56","2020-01-26",71
"5.98","615.54","2020-01-26",75
"5.98","615.54","2020-01-26",75
"0.99","616.53","2020-01-26",81
"11.98","628.51","2020-01-26",82
"11.98","628.51","2020-01-26",82
"0.99","629.50","2020-01-26",83
"2.99","632.49","2020-01-26",89
"5.99","638.48","2020-01-26",91
"5.99","644.47","2020-01-26",92
"2.99","647.46","2020-01-26",94
"3.99","651.45","2020-01-26",98
"4.99","656.44","2020-01-26",102
"7.99","664.43","2020-01-26",103
"10.99","675.42","2020-01-26",104
"5.99","681.41","2020-01-26",107
"5.99","687.40","2020-01-26",109
"9.98","697.38","2020-01-26",114
"9.98","697.38","2020-01-26",114
"5.99","703.37","2020-01-26",119
"4.99","708.36","2020-01-26",121
"3.99","712.35","2020-01-26",125
"6.99","719.34","2020-01-26",133
"0.99","720.33","2020-01-26",142
"2.99","723.32","2020-01-26",143
"4.99","728.31","2020-01-26",151
"4.99","733.30","2020-01-26",158
"1.99","735.29","2020-01-26",162
"2.99","738.28","2020-01-26",167
"2.99","741.27","2020-01-26",170
"0.99","742.26","2020-01-26",176
"0.99","743.25","2020-01-26",182
"2.99","746.24","2020-01-26",184
"0.99","747.23","2020-01-26",185
"7.99","755.22","2020-01-26",187
"2.99","758.21","2020-01-26",193
"5.99","764.20","2020-01-26",196
"0.99","765.19","2020-01-26",197
"9.99","775.18","2020-01-26",200
"0.99","776.17","2020-01-26",204
"4.99","781.16","2020-01-26",211
"5.98","787.14","2020-01-26",214
"5.98","787.14","2020-01-26",214
"4.99","792.13","2020-01-26",221
"4.99","797.12","2020-01-26",222
"2.99","800.11","2020-01-26",236
"5.98","806.09","2020-01-26",237
"5.98","806.09","2020-01-26",237
"2.99","809.08","2020-01-26",240
"3.99","813.07","2020-01-26",242
"4.99","818.06","2020-01-26",243
"0.99","819.05","2020-01-26",245
"6.99","826.04","2020-01-26",246
"4.99","831.03","2020-01-26",247
"3.99","835.02","2020-01-26",250
"2.99","838.01","2020-01-26",251
"2.99","841.00","2020-01-26",254
"0.99","841.99","2020-01-26",256
"5.98","847.97","2020-01-26",257
"5.98","847.97","2020-01-26",257
"0.99","848.96","2020-01-26",263
"1.99","850.95","2020-01-26",270
"7.98","858.93","2020-01-26",274
"7.98","858.93","2020-01-26",274
"6.99","865.92","2020-01-26",282
"2.99","868.91","2020-01-26",290
"4.99","873.90","2020-01-26",296
"0.99","874.89","2020-01-26",297
"5.99","880.88","2020-01-26",301
"0.99","881.87","2020-01-26",303
"10.99","892.86","2020-01-26",304
"6.99","899.85","2020-01-26",309
"5.99","905.84","2020-01-26",311
"4.99","910.83","2020-01-26",312
"9.99","920.82","2020-01-26",318
"3.99","924.81","2020-01-26",319
"4.99","929.80","2020-01-26",321
"5.98","935.78","2020-01-26",322
"5.98","935.78","2020-01-26",322
"5.99","941.77","2020-01-26",325
"2.99","944.76","2020-01-26",344
"0.99","945.75","2020-01-26",345
"0.99","946.74","2020-01-26",348
"2.98","949.72","2020-01-26",354
"2.98","949.72","2020-01-26",354
"2.99","952.71","2020-01-26",357
"8.99","961.70","2020-01-26",359
"4.99","966.69","2020-01-26",365
"5.99","972.68","2020-01-26",368
"6.99","979.67","2020-01-26",371
"4.99","984.66","2020-01-26",373
"4.99","989.65","2020-01-26",379
"0.99","990.64","2020-01-26",381
"2.99","993.63","2020-01-26",384
"4.99","998.62","2020-01-26",390
"2.99","1001.61","2020-01-26",391
"3.99","1005.60","2020-01-26",394
"6.99","1012.59","2020-01-26",400
"4.99","1017.58","2020-01-26",401
"0.99","1018.57","2020-01-26",412
"3.99","1022.56","2020-01-26",414
"0.99","1023.55","2020-01-26",416
"4.99","1028.54","2020-01-26",417
"5.99","1034.53","2020-01-26",429
"8.99","1043.52","2020-01-26",433
"3.99","1047.51","2020-01-26",436
"2.99","1050.50","2020-01-26",437
"2.99","1053.49","2020-01-26",439
"8.99","1062.48","2020-01-26",444
"0.99","1063.47","2020-01-26",446
"4.99","1068.46","2020-01-26",449
"4.99","1073.45","2020-01-26",460
"2.99","1076.44","2020-01-26",462
"4.99","1081.43","2020-01-26",467
"4.99","1086.42","2020-01-26",468
"0.99","1087.41","2020-01-26",469
"3.98","1091.39","2020-01-26",472
"3.98","1091.39","2020-01-26",472
"3.99","1095.38","2020-01-26",479
"8.99","1104.37","2020-01-26",482
"4.99","1109.36","2020-01-26",489
"2.99","1112.35","2020-01-26",502
"5.99","1118.34","2020-01-26",504
"2.99","1121.33","2020-01-26",505
"8.99","1130.32","2020-01-26",515
"0.99","1131.31","2020-01-26",528
"4.99","1136.30","2020-01-26",531
"2.98","1139.28","2020-01-26",533
"2.98","1139.28","2020-01-26",533
"0.99","1140.27","2020-01-26",536
"4.99","1145.26","2020-01-26",539
"4.99","1150.25","2020-01-26",542
"6.99","1157.24","2020-01-26",543
"0.99","1158.23","2020-01-26",545
"5.99","1164.22","2020-01-26",546
"6.99","1171.21","2020-01-26",548
"7.99","1179.20","2020-01-26",551
"0.99","1180.19","2020-01-26",552
"0.99","1181.18","2020-01-26",556
"2.99","1184.17","2020-01-26",560
"5.99","1190.16","2020-01-26",564
"5.99","1196.15","2020-01-26",566
"9.99","1206.14","2020-01-26",571
"0.99","1207.13","2020-01-26",582
"4.99","1212.12","2020-01-26",586
"4.99","1217.11","2020-01-26",587
"4.99","1222.10","2020-01-27",2
"1.99","1224.09","2020-01-27",3
"4.99","1229.08","2020-01-27",9
"9.99","1239.07","2020-01-27",14
"3.99","1243.06","2020-01-27",16
"2.99","1246.05","2020-01-27",19
"4.99","1251.04","2020-01-27",22
"2.99","1254.03","2020-01-27",28
"6.99","1261.02","2020-01-27",35
"0.99","1262.01","2020-01-27",36
"2.99","1265.00","2020-01-27",44
"7.98","1272.98","2020-01-27",46
"7.98","1272.98","2020-01-27",46
"6.99","1279.97","2020-01-27",47
"7.98","1287.95","2020-01-27",48
"7.98","1287.95","2020-01-27",48
"2.99","1290.94","2020-01-27",53
"4.99","1295.93","2020-01-27",54
"5.99","1301.92","2020-01-27",56
"4.99","1306.91","2020-01-27",60
"4.99","1311.90","2020-01-27",65
"9.99","1321.89","2020-01-27",67
"4.98","1326.87","2020-01-27",77
"4.98","1326.87","2020-01-27",77
"0.99","1327.86","2020-01-27",84
"4.99","1332.85","2020-01-27",87
"4.99","1337.84","2020-01-27",92
"6.99","1344.83","2020-01-27",93
"0.99","1345.82","2020-01-27",102
"8.99","1354.81","2020-01-27",105
"0.99","1355.80","2020-01-27",109
"0.99","1356.79","2020-01-27",112
"5.99","1362.78","2020-01-27",118
"0.99","1363.77","2020-01-27",127
"2.99","1366.76","2020-01-27",133
"3.99","1370.75","2020-01-27",134
"2.99","1373.74","2020-01-27",143
"5.98","1379.72","2020-01-27",144
"5.98","1379.72","2020-01-27",144
"0.99","1380.71","2020-01-27",147
"3.99","1384.70","2020-01-27",150
"5.99","1390.69","2020-01-27",151
"4.99","1395.68","2020-01-27",152
"0.99","1396.67","2020-01-27",157
"5.99","1402.66","2020-01-27",158
"2.99","1405.65","2020-01-27",161
"4.99","1410.64","2020-01-27",165
"2.99","1413.63","2020-01-27",167
"0.99","1414.62","2020-01-27",168
"5.99","1420.61","2020-01-27",170
"3.99","1424.60","2020-01-27",172
"6.99","1431.59","2020-01-27",176
"3.99","1435.58","2020-01-27",182
"0.99","1436.57","2020-01-27",183
"4.99","1441.56","2020-01-27",190
"4.99","1446.55","2020-01-27",194
"2.99","1449.54","2020-01-27",197
"0.99","1450.53","2020-01-27",198
"3.99","1454.52","2020-01-27",201
"0.99","1455.51","2020-01-27",203
"4.99","1460.50","2020-01-27",204
"9.99","1470.49","2020-01-27",209
"0.99","1471.48","2020-01-27",213
"0.99","1472.47","2020-01-27",219
"0.99","1473.46","2020-01-27",220
"0.99","1474.45","2020-01-27",222
"5.99","1480.44","2020-01-27",231
"2.99","1483.43","2020-01-27",236
"4.99","1488.42","2020-01-27",238
"2.99","1491.41","2020-01-27",239
"14.98","1506.39","2020-01-27",246
"14.98","1506.39","2020-01-27",246
"10.98","1517.37","2020-01-27",247
"10.98","1517.37","2020-01-27",247
"7.99","1525.36","2020-01-27",248
"14.97","1540.33","2020-01-27",249
"14.97","1540.33","2020-01-27",249
"14.97","1540.33","2020-01-27",249
"4.98","1545.31","2020-01-27",251
"4.98","1545.31","2020-01-27",251
"4.99","1550.30","2020-01-27",267
"6.99","1557.29","2020-01-27",272
"8.98","1566.27","2020-01-27",274
"8.98","1566.27","2020-01-27",274
"2.99","1569.26","2020-01-27",275
"6.99","1576.25","2020-01-27",277
"0.99","1577.24","2020-01-27",284
"6.99","1584.23","2020-01-27",288
"0.99","1585.22","2020-01-27",292
"0.99","1586.21","2020-01-27",293
"3.99","1590.20","2020-01-27",295
"3.99","1594.19","2020-01-27",298
"5.99","1600.18","2020-01-27",299
"0.99","1601.17","2020-01-27",300
"0.99","1602.16","2020-01-27",304
"3.99","1606.15","2020-01-27",306
"4.99","1611.14","2020-01-27",307
"4.99","1616.13","2020-01-27",314
"2.99","1619.12","2020-01-27",319
"8.99","1628.11","2020-01-27",334
"6.99","1635.10","2020-01-27",337
"3.99","1639.09","2020-01-27",343
"0.99","1640.08","2020-01-27",345
"0.99","1641.07","2020-01-27",354
"2.99","1644.06","2020-01-27",359
"5.99","1650.05","2020-01-27",361
"4.99","1655.04","2020-01-27",369
"10.98","1666.02","2020-01-27",371
"10.98","1666.02","2020-01-27",371
"13.98","1680.00","2020-01-27",375
"13.98","1680.00","2020-01-27",375
"0.99","1680.99","2020-01-27",378
"2.99","1683.98","2020-01-27",381
"2.99","1686.97","2020-01-27",382
"4.99","1691.96","2020-01-27",387
"4.99","1696.95","2020-01-27",388
"5.99","1702.94","2020-01-27",391
"4.99","1707.93","2020-01-27",401
"2.99","1710.92","2020-01-27",403
"6.99","1717.91","2020-01-27",409
"4.99","1722.90","2020-01-27",412
"0.99","1723.89","2020-01-27",422
"0.99","1724.88","2020-01-27",424
"2.99","1727.87","2020-01-27",429
"4.99","1732.86","2020-01-27",430
"7.99","1740.85","2020-01-27",432
"0.99","1741.84","2020-01-27",439
"4.99","1746.83","2020-01-27",446
"4.99","1751.82","2020-01-27",448
"5.99","1757.81","2020-01-27",449
"2.99","1760.80","2020-01-27",451
"2.99","1763.79","2020-01-27",452
"0.99","1764.78","2020-01-27",455
"0.99","1765.77","2020-01-27",460
"5.98","1771.75","2020-01-27",464
"5.98","1771.75","2020-01-27",464
"7.98","1779.73","2020-01-27",468
"7.98","1779.73","2020-01-27",468
"4.99","1784.72","2020-01-27",473
"4.99","1789.71","2020-01-27",475
"4.99","1794.70","2020-01-27",496
"8.99","1803.69","2020-01-27",498
"8.99","1812.68","2020-01-27",500
"5.99","1818.67","2020-01-27",503
"6.98","1825.65","2020-01-27",506
"6.98","1825.65","2020-01-27",506
"2.99","1828.64","2020-01-27",508
"5.99","1834.63","2020-01-27",510
"6.99","1841.62","2020-01-27",515
"3.99","1845.61","2020-01-27",516
"5.99","1851.60","2020-01-27",522
"5.99","1857.59","2020-01-27",525
"2.99","1860.58","2020-01-27",529
"5.99","1866.57","2020-01-27",534
"0.99","1867.56","2020-01-27",539
"4.99","1872.55","2020-01-27",542
"2.99","1875.54","2020-01-27",544
"9.98","1885.52","2020-01-27",547
"9.98","1885.52","2020-01-27",547
"6.99","1892.51","2020-01-27",565
"0.99","1893.50","2020-01-27",574
"5.98","1899.48","2020-01-27",575
"5.98","1899.48","2020-01-27",575
"6.98","1906.46","2020-01-27",577
"6.98","1906.46","2020-01-27",577
"4.99","1911.45","2020-01-27",584
"0.99","1912.44","2020-01-27",587
"13.98","1926.42","2020-01-27",594
"13.98","1926.42","2020-01-27",594
"4.99","1931.41","2020-01-27",596
"0.99","1932.40","2020-01-28",1
"2.99","1935.39","2020-01-28",6
"5.99","1941.38","2020-01-28",14
"2.99","1944.37","2020-01-28",16
"2.99","1947.36","2020-01-28",17
"2.99","1950.35","2020-01-28",19
"8.98","1959.33","2020-01-28",20
"8.98","1959.33","2020-01-28",20
"4.98","1964.31","2020-01-28",21
"4.98","1964.31","2020-01-28",21
"4.99","1969.30","2020-01-28",22
"4.99","1974.29","2020-01-28",32
"5.99","1980.28","2020-01-28",42
"3.99","1984.27","2020-01-28",54
"4.99","1989.26","2020-01-28",55
"9.98","1999.24","2020-01-28",56
"9.98","1999.24","2020-01-28",56
"5.98","2005.22","2020-01-28",64
"5.98","2005.22","2020-01-28",64
"4.99","2010.21","2020-01-28",69
"1.99","2012.20","2020-01-28",76
"3.98","2016.18","2020-01-28",77
"3.98","2016.18","2020-01-28",77
"0.99","2017.17","2020-01-28",89
"4.99","2022.16","2020-01-28",94
"4.99","2027.15","2020-01-28",95
"9.99","2037.14","2020-01-28",101
"1.99","2039.13","2020-01-28",102
"10.98","2050.11","2020-01-28",105
"10.98","2050.11","2020-01-28",105
"3.99","2054.10","2020-01-28",106
"3.99","2058.09","2020-01-28",109
"9.98","2068.07","2020-01-28",110
"9.98","2068.07","2020-01-28",110
"2.99","2071.06","2020-01-28",111
"0.99","2072.05","2020-01-28",113
"6.99","2079.04","2020-01-28",119
"0.99","2080.03","2020-01-28",120
"2.99","2083.02","2020-01-28",138
"9.99","2093.01","2020-01-28",142
"0.99","2094.00","2020-01-28",145
"0.99","2094.99","2020-01-28",147
"2.99","2097.98","2020-01-28",150
"5.99","2103.97","2020-01-28",154
"2.99","2106.96","2020-01-28",155
"4.99","2111.95","2020-01-28",157
"5.97","2117.92","2020-01-28",159
"5.97","2117.92","2020-01-28",159
"5.97","2117.92","2020-01-28",159
"13.96","2131.88","2020-01-28",161
"13.96","2131.88","2020-01-28",161
"13.96","2131.88","2020-01-28",161
"13.96","2131.88","2020-01-28",161
"4.99","2136.87","2020-01-28",162
"4.99","2141.86","2020-01-28",168
"3.99","2145.85","2020-01-28",169
"0.99","2146.84","2020-01-28",170
"7.98","2154.82","2020-01-28",173
"7.98","2154.82","2020-01-28",173
"3.99","2158.81","2020-01-28",176
"0.99","2159.80","2020-01-28",179
"6.99","2166.79","2020-01-28",181
"6.98","2173.77","2020-01-28",184
"6.98","2173.77","2020-01-28",184
"0.99","2174.76","2020-01-28",185
"1.99","2176.75","2020-01-28",186
"0.99","2177.74","2020-01-28",193
"2.99","2180.73","2020-01-28",196
"1.99","2182.72","2020-01-28",197
"7.98","2190.70","2020-01-28",198
"7.98","2190.70","2020-01-28",198
"7.99","2198.69","2020-01-28",199
"0.99","2199.68","2020-01-28",209
"3.99","2203.67","2020-01-28",220
"2.99","2206.66","2020-01-28",223
"4.99","2211.65","2020-01-28",228
"15.98","2227.63","2020-01-28",231
"15.98","2227.63","2020-01-28",231
"11.98","2239.61","2020-01-28",239
"11.98","2239.61","2020-01-28",239
"7.98","2247.59","2020-01-28",240
"7.98","2247.59","2020-01-28",240
"7.99","2255.58","2020-01-28",241
"4.99","2260.57","2020-01-28",244
"7.99","2268.56","2020-01-28",245
"4.99","2273.55","2020-01-28",248
"3.99","2277.54","2020-01-28",249
"4.99","2282.53","2020-01-28",250
"7.98","2290.51","2020-01-28",253
"7.98","2290.51","2020-01-28",253
"10.98","2301.49","2020-01-28",261
"10.98","2301.49","2020-01-28",261
"2.99","2304.48","2020-01-28",266
"2.99","2307.47","2020-01-28",274
"2.99","2310.46","2020-01-28",281
"0.99","2311.45","2020-01-28",282
"0.99","2312.44","2020-01-28",287
"10.98","2323.42","2020-01-28",288
"10.98","2323.42","2020-01-28",288
"1.99","2325.41","2020-01-28",294
"5.99","2331.40","2020-01-28",296
"8.99","2340.39","2020-01-28",299
"6.98","2347.37","2020-01-28",307
"6.98","2347.37","2020-01-28",307
"3.99","2351.36","2020-01-28",308
"6.99","2358.35","2020-01-28",311
"0.99","2359.34","2020-01-28",312
"13.98","2373.32","2020-01-28",315
"13.98","2373.32","2020-01-28",315
"8.99","2382.31","2020-01-28",316
"5.99","2388.30","2020-01-28",321
"3.99","2392.29","2020-01-28",324
"3.99","2396.28","2020-01-28",332
"4.99","2401.27","2020-01-28",337
"3.99","2405.26","2020-01-28",359
"0.99","2406.25","2020-01-28",360
"5.99","2412.24","2020-01-28",364
"5.98","2418.22","2020-01-28",372
"5.98","2418.22","2020-01-28",372
"0.99","2419.21","2020-01-28",374
"0.99","2420.20","2020-01-28",376
"2.99","2423.19","2020-01-28",382
"7.99","2431.18","2020-01-28",386
"4.99","2436.17","2020-01-28",393
"5.99","2442.16","2020-01-28",396
"4.99","2447.15","2020-01-28",398
"1.99","2449.14","2020-01-28",400
"0.99","2450.13","2020-01-28",403
"7.99","2458.12","2020-01-28",407
"2.99","2461.11","2020-01-28",408
"8.99","2470.10","2020-01-28",417
"0.99","2471.09","2020-01-28",421
"0.99","2472.08","2020-01-28",426
"4.99","2477.07","2020-01-28",428
"7.99","2485.06","2020-01-28",429
"5.99","2491.05","2020-01-28",432
"5.99","2497.04","2020-01-28",434
"13.97","2511.01","2020-01-28",442
"13.97","2511.01","2020-01-28",442
"13.97","2511.01","2020-01-28",442
"0.99","2512.00","2020-01-28",444
"2.99","2514.99","2020-01-28",445
"2.99","2517.98","2020-01-28",447
"3.99","2521.97","2020-01-28",450
"3.99","2525.96","2020-01-28",462
"1.99","2527.95","2020-01-28",463
"0.99","2528.94","2020-01-28",465
"12.98","2541.92","2020-01-28",469
"12.98","2541.92","2020-01-28",469
"2.99","2544.91","2020-01-28",471
"4.99","2549.90","2020-01-28",476
"0.99","2550.89","2020-01-28",480
"2.99","2553.88","2020-01-28",489
"6.99","2560.87","2020-01-28",490
"2.99","2563.86","2020-01-28",491
"7.99","2571.85","2020-01-28",493
"4.99","2576.84","2020-01-28",494
"4.99","2581.83","2020-01-28",495
"0.99","2582.82","2020-01-28",500
"2.98","2585.80","2020-01-28",501
"2.98","2585.80","2020-01-28",501
"2.99","2588.79","2020-01-28",503
"4.99","2593.78","2020-01-28",504
"2.99","2596.77","2020-01-28",505
"8.99","2605.76","2020-01-28",506
"4.99","2610.75","2020-01-28",514
"1.99","2612.74","2020-01-28",516
"4.99","2617.73","2020-01-28",526
"6.98","2624.71","2020-01-28",528
"6.98","2624.71","2020-01-28",528
"5.99","2630.70","2020-01-28",533
"2.99","2633.69","2020-01-28",535
"4.99","2638.68","2020-01-28",537
"2.99","2641.67","2020-01-28",538
"1.99","2643.66","2020-01-28",543
"6.99","2650.65","2020-01-28",546
"2.99","2653.64","2020-01-28",554
"9.98","2663.62","2020-01-28",557
"9.98","2663.62","2020-01-28",557
"11.97","2675.59","2020-01-28",569
"11.97","2675.59","2020-01-28",569
"11.97","2675.59","2020-01-28",569
"7.99","2683.58","2020-01-28",572
"0.99","2684.57","2020-01-28",580
"4.99","2689.56","2020-01-28",584
"2.99","2692.55","2020-01-28",588
"5.98","2698.53","2020-01-28",589
"5.98","2698.53","2020-01-28",589
"3.99","2702.52","2020-01-28",590
"6.99","2709.51","2020-01-28",595
"0.99","2710.50","2020-01-28",596
"8.99","2719.49","2020-01-28",597
"0.99","2720.48","2020-01-29",5
"2.99","2723.47","2020-01-29",7
"2.99","2726.46","2020-01-29",14
"4.99","2731.45","2020-01-29",18
"2.99","2734.44","2020-01-29",19
"2.99","2737.43","2020-01-29",23
"2.99","2740.42","2020-01-29",26
"2.99","2743.41","2020-01-29",27
"4.99","2748.40","2020-01-29",32
"0.99","2749.39","2020-01-29",36
"4.99","2754.38","2020-01-29",43
"0.99","2755.37","2020-01-29",44
"9.98","2765.35","2020-01-29",50
"9.98","2765.35","2020-01-29",50
"4.99","2770.34","2020-01-29",51
"6.98","2777.32","2020-01-29",53
"6.98","2777.32","2020-01-29",53
"0.99","2778.31","2020-01-29",58
"1.99","2780.30","2020-01-29",60
"0.99","2781.29","2020-01-29",65
"2.99","2784.28","2020-01-29",67
"1.99","2786.27","2020-01-29",69
"4.99","2791.26","2020-01-29",72
"5.99","2797.25","2020-01-29",77
"6.99","2804.24","2020-01-29",84
"9.99","2814.23","2020-01-29",85
"2.99","2817.22","2020-01-29",87
"5.99","2823.21","2020-01-29",89
"9.99","2833.20","2020-01-29",103
"3.99","2837.19","2020-01-29",104
"6.99","2844.18","2020-01-29",105
"0.99","2845.17","2020-01-29",109
"2.99","2848.16","2020-01-29",112
"0.99","2849.15","2020-01-29",113
"0.99","2850.14","2020-01-29",117
"0.99","2851.13","2020-01-29",124
"4.99","2856.12","2020-01-29",126
"0.99","2857.11","2020-01-29",127
"2.99","2860.10","2020-01-29",130
"0.99","2861.09","2020-01-29",134
"3.99","2865.08","2020-01-29",135
"7.99","2873.07","2020-01-29",146
"4.99","2878.06","2020-01-29",148
"4.99","2883.05","2020-01-29",149
"4.99","2888.04","2020-01-29",152
"4.99","2893.03","2020-01-29",162
"1.99","2895.02","2020-01-29",166
"9.99","2905.01","2020-01-29",171
"6.99","2912.00","2020-01-29",172
"1.99","2913.99","2020-01-29",176
"6.99","2920.98","2020-01-29",179
"2.99","2923.97","2020-01-29",190
"7.99","2931.96","2020-01-29",194
"6.98","2938.94","2020-01-29",197
"6.98","2938.94","2020-01-29",197
"12.98","2951.92","2020-01-29",201
"12.98","2951.92","2020-01-29",201
"0.99","2952.91","2020-01-29",207
"4.99","2957.90","2020-01-29",215
"3.99","2961.89","2020-01-29",222
"4.99","2966.88","2020-01-29",225
"3.99","2970.87","2020-01-29",232
"2.99","2973.86","2020-01-29",235
"1.99","2975.85","2020-01-29",244
"5.98","2981.83","2020-01-29",245
"5.98","2981.83","2020-01-29",245
"3.99","2985.82","2020-01-29",246
"0.99","2986.81","2020-01-29",250
"4.99","2991.80","2020-01-29",252
"4.99","2996.79","2020-01-29",256
"2.99","2999.78","2020-01-29",257
"6.99","3006.77","2020-01-29",259
"0.99","3007.76","2020-01-29",261
"12.97","3020.73","2020-01-29",269
"12.97","3020.73","2020-01-29",269
"12.97","3020.73","2020-01-29",269
"3.99","3024.72","2020-01-29",276
"2.99","3027.71","2020-01-29",281
"0.99","3028.70","2020-01-29",284
"2.99","3031.69","2020-01-29",287
"4.99","3036.68","2020-01-29",291
"3.99","3040.67","2020-01-29",300
"6.99","3047.66","2020-01-29",306
"0.99","3048.65","2020-01-29",309
"8.97","3057.62","2020-01-29",313
"8.97","3057.62","2020-01-29",313
"8.97","3057.62","2020-01-29",313
"2.99","3060.61","2020-01-29",323
"6.99","3067.60","2020-01-29",327
"3.99","3071.59","2020-01-29",330
"0.99","3072.58","2020-01-29",338
"4.99","3077.57","2020-01-29",346
"4.99","3082.56","2020-01-29",350
"2.99","3085.55","2020-01-29",352
"4.99","3090.54","2020-01-29",360
"3.99","3094.53","2020-01-29",363
